qid	pid	score,pid	query	score
1034253	3136448	12.193855285644531,
968613	2924519	14.136030197143555,
1055521	4702768	13.258091926574707,
967021	4691254	13.4618501663208,
1039102	3575367	13.5469331741333,
1080651	5270213	13.736138343811035,
918811	3982419	13.050171852111816,
336260	3124531	14.512703895568848,
865755	3441939	13.334121704101562,
1052386	2932056	13.936604499816895,
736497	2585067	14.239401817321777,
899797	3358788	12.696836471557617,
877109	5039926	13.775157928466797,
926145	2400745	13.551984786987305,
243911	3016483	13.861669540405273,
940686	4012767	13.416252136230469,
998082	2560553	14.235462188720703,
459434	373279	13.257564544677734,
949758	2873714	13.17298412322998,
441782	1181820	13.66217041015625,
975498	1670698	13.459029197692871,
663675	298918	13.013785362243652,
605616	1258007	13.41917896270752,
213767	584422	13.82304859161377,
642849	133104	12.844483375549316,
514190	244432	12.705276489257812,
928579	3072579	13.538716316223145,
835367	3508021	13.322842597961426,
937076	4473282	13.667543411254883,
125557	1581551	13.68663215637207,
1046489	4599581	14.071842193603516,
448778	1741128	13.759796142578125,
341047	6607116	13.670770645141602,
618987	860296	13.200439453125,
918079	3799786	13.496362686157227,
940474	3746321	14.011563301086426,
651749	922192	14.073915481567383,
1137157	2812384	13.666218757629395,
890995	4008507	14.335811614990234,
957049	3200922	13.492252349853516,
804075	2859809	13.533663749694824,
1059454	3939291	13.201005935668945,
1169409	4561161	13.694265365600586,
934725	5139296	14.12610912322998,
987786	4201992	12.808502197265625,
539780	1534107	13.401409149169922,
909191	3671501	13.905609130859375,
601003	5466786	13.092007637023926,
520693	1367295	14.081525802612305,
1048896	4519136	13.561365127563477,
214523	6289829	13.835451126098633,
404698	1324787	13.847678184509277,
927239	4556797	14.036957740783691,
1144701	2085258	13.80268669128418,
671325	324522	13.271924018859863,
940050	4329677	13.283235549926758,
1035732	3506632	13.434141159057617,
940076	3115412	13.430380821228027,
298575	4970305	12.721902847290039,
1054930	4165013	13.305403709411621,
968992	5961370	12.580087661743164,
448126	6700273	13.481815338134766,
1034475	2995837	13.835838317871094,
286421	1723612	14.090750694274902,
750573	6573453	13.975847244262695,
447182	124806	13.972063064575195,
465144	6994407	13.58249282836914,
921623	3786752	14.093156814575195,
539688	1198017	13.154132843017578,
1138384	2695619	14.13994026184082,
920207	4774534	14.045425415039062,
1028418	3872273	13.652124404907227,
43544	1534848	14.254748344421387,
410283	2015771	14.238016128540039,
1053387	3914150	13.396533012390137,
954186	3813872	14.097261428833008,
144256	5268990	13.469890594482422,
1037868	2684161	14.032173156738281,
1020432	4607426	13.181167602539062,
143430	6180688	13.588932037353516,
1038470	2245245	14.09964370727539,
1033010	4560249	13.114700317382812,
579643	6027458	13.819478988647461,
1002528	5957961	14.325425148010254,
201453	6445431	13.732809066772461,
460356	6211418	12.876409530639648,
926307	2480803	13.74666976928711,
880804	3625206	13.164997100830078,
1033427	4445749	13.69776725769043,
1031389	5157407	13.289958953857422,
335356	5964164	13.180163383483887,
1057075	2569059	13.478513717651367,
1053217	4189850	13.567177772521973,
410131	6797884	13.649934768676758,
831646	2467682	13.883841514587402,
1038379	3514552	13.379714012145996,
408612	1263896	13.9352388381958,
599407	221419	13.857139587402344,
1002697	3427497	13.686610221862793,
97202	3938806	12.927984237670898,
325222	6350066	13.88191032409668,
56757	5715089	13.736257553100586,
1020810	5952997	12.838951110839844,
1030008	2387649	13.419393539428711,
305475	2355202	14.021522521972656,
620325	6255749	13.405290603637695,
1036150	3490360	13.997272491455078,
975640	3765837	14.334507942199707,
959996	2339382	13.71220588684082,
651257	1942788	14.217622756958008,
1153825	1222657	13.739862442016602,
825750	2475337	13.605484962463379,
1042696	5958553	13.560462951660156,
880832	3166253	13.072927474975586,
1034625	3211896	13.934041976928711,
1055281	2896059	12.939496994018555,
1153341	1273834	13.63421630859375,
1018142	4461488	13.554088592529297,
652001	2886974	13.235587120056152,
1034405	2628858	13.063278198242188,
1027472	4006121	13.417523384094238,
939182	3606391	13.356986999511719,
1176451	6911796	13.763869285583496,
1062054	4358262	14.013422966003418,
193916	686249	13.155656814575195,
613680	1556595	13.804122924804688,
1026591	4873289	13.417649269104004,
284580	6413189	12.614091873168945,
890164	4877819	13.595590591430664,
241836	5366419	13.708166122436523,
179808	6468205	14.520024299621582,
964328	3444216	12.991907119750977,
994316	2799547	13.654630661010742,
944255	3334506	14.33413028717041,
1053434	4835228	13.414551734924316,
1057224	4410397	13.375020027160645,
1048772	2445759	13.171085357666016,
618849	1813909	13.504904747009277,
572413	2071635	14.105463027954102,
238048	5760366	14.13551139831543,
283745	4033224	13.759407043457031,
5119	3472783	13.406588554382324,
540119	976336	13.532163619995117,
1137279	2800909	13.58881950378418,
578456	7027226	13.547938346862793,
1006373	5296401	13.715093612670898,
957816	4714115	14.0192232131958,
463801	778914	13.410554885864258,
940011	3629251	12.769169807434082,
212887	259594	12.863776206970215,
795848	2519158	12.722185134887695,
957760	3372848	14.487285614013672,
443475	1470809	14.27437973022461,
1002917	5214235	13.217377662658691,
670833	5900287	13.135427474975586,
1185400	2771169	13.092138290405273,
539918	1132128	13.373796463012695,
1075357	4313016	13.646835327148438,
461101	7060085	14.20368766784668,
520082	1299208	13.581436157226562,
899468	3939220	14.546817779541016,
925984	3881587	13.005282402038574,
974573	4256946	14.146177291870117,
540748	6298705	13.525035858154297,
650913	2949854	14.31098461151123,
1053245	2381632	13.803692817687988,
143205	2346181	13.92184066772461,
1040133	6098264	14.260251998901367,
580061	838423	13.795844078063965,
1009482	3864166	14.327167510986328,
1030038	3427847	13.732505798339844,
959577	2341434	13.299651145935059,
1030483	3689104	12.172343254089355,
1001967	5361958	13.865678787231445,
1147084	1866525	12.966691970825195,
183656	3605132	14.228446006774902,
1030718	2788213	13.83001708984375,
1138555	2678503	13.606012344360352,
923101	2617612	12.97850513458252,
489050	1249345	13.745351791381836,
162201	195916	13.475523948669434,
1137748	2498580	14.422904014587402,
479884	199679	13.606636047363281,
1034186	3306068	13.422409057617188,
531172	730499	13.78603744506836,
334447	5030602	13.802799224853516,
752691	3441204	13.406686782836914,
1042879	3301098	13.107638359069824,
968826	2252075	13.281023025512695,
404422	6561747	13.791934967041016,
740865	693902	13.763885498046875,
1004163	3020043	14.390813827514648,
1056473	5428945	14.161035537719727,
938890	6112767	14.457387924194336,
1001971	6313960	13.408263206481934,
1080117	4726346	13.809284210205078,
337389	2865927	13.570545196533203,
1142395	2309038	14.086057662963867,
1142388	2309834	13.397628784179688,
1055615	3903317	14.374327659606934,
1154306	1175447	13.936670303344727,
1039430	4637776	13.739710807800293,
958328	5312473	13.586441040039062,
540690	1305632	13.660959243774414,
322552	1064929	13.701906204223633,
1054919	4137359	14.138328552246094,
540242	3817859	13.252549171447754,
958313	6312404	14.247147560119629,
809243	2808310	13.206625938415527,
890797	4901571	12.939057350158691,
958381	4263541	13.487432479858398,
215898	6523147	14.762344360351562,
938816	3690254	14.068746566772461,
1020170	4274375	13.816035270690918,
879256	4002901	13.711078643798828,
1052822	3567710	13.870670318603516,
144197	6363299	14.1773681640625,
1039132	1904468	13.465731620788574,
1054823	2847985	13.444178581237793,
749788	4265116	13.505481719970703,
956688	5049856	14.349928855895996,
1160767	542820	13.357443809509277,
887011	2653364	13.549460411071777,
198904	6554232	13.55592155456543,
917621	5325806	12.948103904724121,
795776	4403925	13.486580848693848,
145677	591942	14.132919311523438,
327048	6954796	13.276872634887695,
956716	2425455	13.650177955627441,
163132	3776980	13.613138198852539,
1144709	2084369	13.962897300720215,
1041156	4425161	13.872122764587402,
642041	8715726	13.69331169128418,
448398	5133453	13.982027053833008,
517819	152622	13.707110404968262,
1056636	2610496	13.679338455200195,
910819	4286689	14.193170547485352,
409952	7242515	13.757678985595703,
7584	3975425	14.149040222167969,
887682	4912160	13.720972061157227,
1053773	2601472	13.85906982421875,
1144605	2094988	13.913863182067871,
958289	3106906	14.15473747253418,
1026489	4749308	14.126810073852539,
183105	5862447	14.371906280517578,
997807	4564705	13.694633483886719,
900691	5951755	14.343271255493164,
939260	4885977	12.371467590332031,
828752	3615250	13.788873672485352,
974198	3463969	13.274836540222168,
470046	1858084	13.51771068572998,
422652	697338	13.812521934509277,
1035086	4368543	13.622147560119629,
1053539	3296902	13.472275733947754,
286613	2747150	13.62321949005127,
1004755	2482456	13.24191665649414,
10885	5848526	13.449633598327637,
1001970	3720443	13.102582931518555,
197625	3155824	13.360111236572266,
960001	3914025	13.267570495605469,
1183216	720017	13.709202766418457,
1024127	3669963	14.00438117980957,
341583	4257095	13.656303405761719,
927667	3112393	13.598352432250977,
975462	4974185	13.446414947509766,
1053208	3496242	14.5565185546875,
979012	2844647	13.784553527832031,
497671	1850715	13.156917572021484,
1034538	4961273	13.422892570495605,
434121	64681	13.908495903015137,
1036343	4990535	13.022649765014648,
156490	6522529	14.094794273376465,
329912	1830677	13.82490062713623,
1036993	2795949	13.874393463134766,
1048591	2434482	14.487458229064941,
1030409	6120518	14.014815330505371,
973284	5324133	12.839156150817871,
1184347	3434453	14.116713523864746,
448503	2202953	14.449535369873047,
144306	6473106	13.835153579711914,
969754	5937536	13.628026008605957,
539827	6182604	14.988668441772461,
210629	4970436	13.038041114807129,
1159645	650987	13.675776481628418,
587587	1298350	13.879573822021484,
337701	5711958	13.14085865020752,
279359	5367098	14.564667701721191,
330353	6161759	14.461825370788574,
432422	1780896	13.842735290527344,
1063658	2897030	14.498419761657715,
1035173	4860407	14.0084810256958,
1030849	2652392	14.308137893676758,
1054574	4589496	13.43399715423584,
1011913	2618281	13.517294883728027,
423637	233707	13.939908027648926,
1046617	4295936	12.901710510253906,
541263	948161	13.494147300720215,
449592	6947699	13.68764591217041,
71277	227677	14.306285858154297,
1055535	4718349	14.193029403686523,
982915	4342614	13.728394508361816,
959698	6305388	14.508001327514648,
278461	5654859	13.660547256469727,
479848	1290552	14.01852035522461,
1029787	2304504	14.207332611083984,
463175	6066793	13.631811141967773,
1018860	3216672	13.691267013549805,
393548	5601720	13.48499584197998,
304320	4373709	13.094245910644531,
1009550	5437839	13.802713394165039,
341723	4137698	13.689212799072266,
987012	2923081	13.872159957885742,
616227	685034	14.243597984313965,
214163	5483902	13.506444931030273,
1002332	2243249	13.907678604125977,
1031891	4573367	13.564406394958496,
1032190	5966626	14.306364059448242,
466498	5922343	13.289554595947266,
763882	5436810	13.952129364013672,
1031894	3443016	13.90093994140625,
821234	4978851	13.814701080322266,
980293	3147357	13.880054473876953,
1028149	5341514	14.370918273925781,
663297	1572361	13.672493934631348,
336452	5532041	13.884896278381348,
1077908	5974090	14.648947715759277,
651285	963551	14.497004508972168,
224013	1416001	13.098830223083496,
618880	848937	14.011488914489746,
1027240	2414703	13.367866516113281,
1138463	2688222	13.787744522094727,
179802	6450123	14.434547424316406,
335217	5668356	13.63358211517334,
522053	1510346	13.603044509887695,
772716	2398886	13.726554870605469,
954053	2445570	13.382525444030762,
142576	3866761	14.136077880859375,
1002354	4571686	13.59329605102539,
483182	816584	13.602707862854004,
74651	1004492	13.91530990600586,
619696	644023	13.71023941040039,
984371	3263651	12.928047180175781,
652109	2161654	13.830317497253418,
72764	5761040	13.966073036193848,
982205	4226810	14.335616111755371,
1002613	4633471	13.060815811157227,
1037783	4075626	13.465128898620605,
275190	5610222	13.665342330932617,
122105	6239805	14.265739440917969,
433375	2233958	13.827345848083496,
1040303	4540377	13.263470649719238,
794535	4201967	13.805320739746094,
939533	3526942	14.041326522827148,
513373	3909241	13.242069244384766,
620498	1684183	13.599824905395508,
144957	4818449	14.479793548583984,
449702	2089033	14.331008911132812,
335248	7767551	12.21854019165039,
987090	2562920	13.913541793823242,
439756	6262569	14.497878074645996,
1029755	4700883	13.186281204223633,
1040475	3748916	13.757803916931152,
868634	5266812	13.524164199829102,
934600	4841070	13.484827995300293,
143684	6454856	13.400616645812988,
143776	8302806	13.493062973022461,
1031955	4905509	14.494072914123535,
419651	6657737	13.705631256103516,
449274	935784	13.627676010131836,
313403	5675276	13.926748275756836,
453340	6928812	14.23211669921875,
1048248	5327355	13.74982738494873,
108846	1617512	13.308138847351074,
959273	3465135	14.127120018005371,
638198	450038	13.899694442749023,
940510	3411203	13.748353958129883,
578331	6092050	13.812463760375977,
1138357	2698424	14.47237777709961,
404936	1613013	13.574316024780273,
890529	4225852	13.565825462341309,
93848	6031514	13.622636795043945,
927842	4083537	14.895936965942383,
478754	3603654	14.55618667602539,
341776	6859522	12.50092887878418,
1058628	4513330	13.443181037902832,
145165	742610	13.6550874710083,
757064	7456948	13.57686996459961,
337422	2485537	13.626663208007812,
970115	4014628	14.731651306152344,
968907	3111817	13.910442352294922,
1070409	3591395	15.1124267578125,
1021511	2251631	13.381185531616211,
143211	5456652	13.753416061401367,
568676	1349055	13.579925537109375,
1037647	4478759	13.743541717529297,
957320	3706444	13.630765914916992,
461365	2150279	14.398406028747559,
879497	4414711	13.869192123413086,
621015	5877321	13.620243072509766,
1042685	3679723	13.955423355102539,
202538	3729051	13.70085334777832,
1039479	4123372	14.959351539611816,
516109	4555083	14.090900421142578,
1031242	5961131	14.028552055358887,
1053740	3917975	13.746771812438965,
1165811	7972176	14.066276550292969,
1023739	4278807	13.641098022460938,
406297	6053405	13.416865348815918,
1031943	4068046	13.873655319213867,
539992	2720429	13.838797569274902,
68769	2357915	14.138137817382812,
1062210	3385156	13.684366226196289,
300468	5729125	14.63253402709961,
1056398	2650259	13.009310722351074,
1036076	4132492	13.899894714355469,
1053422	2968826	13.88837718963623,
1033450	4935854	13.808025360107422,
1002191	2366666	13.416144371032715,
404002	1253036	14.367355346679688,
192116	6400389	13.330785751342773,
1033346	3451266	12.77241039276123,
1047262	5972433	13.764888763427734,
540038	666927	14.04940414428711,
918156	3603795	14.082158088684082,
1003291	5375169	13.557137489318848,
1026349	2700815	14.038723945617676,
1042338	3076212	13.458391189575195,
341013	3811044	14.379855155944824,
1027451	4077737	14.311075210571289,
1046596	2896746	13.744215965270996,
651394	361967	12.914891242980957,
450031	1031581	13.928068161010742,
979392	3946514	13.817537307739258,
335868	4172552	13.689109802246094,
743387	6030617	13.546672821044922,
1055585	4407341	14.314773559570312,
932063	5016426	14.069695472717285,
201456	3948397	13.554704666137695,
619645	2005686	13.737064361572266,
1032802	4527518	13.427739143371582,
336459	3737154	13.899770736694336,
1026554	3274198	13.569475173950195,
324385	6621627	14.211235046386719,
334851	3497807	13.332780838012695,
812952	3713269	13.927821159362793,
942077	4194738	13.6627197265625,
1046744	3212929	13.5805025100708,
179805	6242679	14.158388137817383,
1075237	4225735	13.817472457885742,
340903	1434594	14.026873588562012,
580527	1093822	13.533737182617188,
494496	6923124	13.43542194366455,
137904	5748536	13.472865104675293,
446559	4687142	13.764152526855469,
652092	1349708	13.828157424926758,
1030724	2670828	13.72511100769043,
501710	3295947	13.876434326171875,
940283	4386752	13.680621147155762,
1154359	1169980	14.284435272216797,
1046844	2889882	13.478060722351074,
956586	2311420	14.166604995727539,
999596	4855344	13.928558349609375,
143284	5418469	13.815977096557617,
337703	4837321	13.314042091369629,
831019	4097409	14.025402069091797,
336364	6387949	13.88410758972168,
1026528	6316692	13.838834762573242,
959270	3837901	13.723654747009277,
834527	3019453	13.527734756469727,
144839	2708878	14.634084701538086,
881119	6303138	14.045516967773438,
402814	5715699	14.520492553710938,
144387	2431331	14.173074722290039,
1062738	3068359	14.027149200439453,
957483	3281875	13.611640930175781,
1002108	5162153	13.489662170410156,
997806	4501274	13.007503509521484,
1142366	2312128	13.797521591186523,
165516	2240665	13.875785827636719,
694563	3844721	13.962369918823242,
1173004	938065	13.707663536071777,
382318	211233	13.492546081542969,
90141	1085327	12.755744934082031,
1055919	4929514	13.714763641357422,
30774	5529444	13.941130638122559,
447569	1408595	14.238605499267578,
36889	4143317	13.77614688873291,
917815	4403950	14.313377380371094,
942676	4678225	13.326132774353027,
939735	3780097	14.165901184082031,
976493	5258834	13.933307647705078,
959537	3100903	14.041414260864258,
662535	1403673	14.03390884399414,
341005	7220733	13.463144302368164,
336923	1388074	14.28526782989502,
1055698	3114496	13.549964904785156,
1035622	2793441	14.248261451721191,
403892	6323799	13.331013679504395,
213147	1215131	13.06095027923584,
969755	3408487	14.200124740600586,
1039729	3762590	14.449406623840332,
1034460	3977913	13.93222427368164,
213378	6606264	13.99594497680664,
1159604	655358	13.791582107543945,
632762	6957906	14.416136741638184,
928040	4354502	13.920644760131836,
335716	3964312	14.337674140930176,
71201	2604902	13.261301040649414,
273056	5136037	13.859037399291992,
664871	1177072	13.473079681396484,
226692	3175677	13.559560775756836,
440602	1270211	13.857044219970703,
968876	2776173	14.731293678283691,
38697	101950	14.295853614807129,
888500	4565584	13.849760055541992,
1176446	6912317	13.520153999328613,
843425	3379706	13.961698532104492,
181886	6544539	14.271194458007812,
275553	371366	14.118349075317383,
879056	3075473	14.702075004577637,
448405	696056	14.266851425170898,
1037928	3050199	13.847434043884277,
1055254	2741712	13.582679748535156,
523035	1589895	14.130550384521484,
1055614	3073285	13.481372833251953,
1037668	5403020	13.956958770751953,
990788	3267295	13.683012008666992,
996543	4312409	13.580134391784668,
1003082	2735099	14.375260353088379,
1047025	3082558	13.803173065185547,
869029	5419496	14.076384544372559,
651274	2174177	13.928232192993164,
822547	5352814	14.210161209106445,
890144	4381546	13.195011138916016,
918035	6106398	14.312808990478516,
1004313	3522933	14.478772163391113,
334701	5831974	13.698974609375,
1012905	2255675	13.88255500793457,
774875	3183321	14.036277770996094,
1057024	4573779	14.618345260620117,
1075090	3218681	13.574541091918945,
1002068	2926614	14.136497497558594,
1034010	3009248	13.843470573425293,
1025263	2480179	13.151808738708496,
1034126	5208954	14.071420669555664,
657940	1910002	14.57085132598877,
493163	4789407	14.802742004394531,
4744	1207120	14.359609603881836,
394476	8189855	14.687606811523438,
143429	3625178	13.4938383102417,
939485	5086491	14.386541366577148,
1163422	252911	13.95325756072998,
448331	1410748	14.392030715942383,
928130	3781369	13.825322151184082,
918272	4857308	13.942818641662598,
82799	5913852	12.647411346435547,
923111	4533394	13.32457160949707,
281322	4931847	14.22400951385498,
1034454	4677282	13.947855949401855,
911332	5127684	13.718830108642578,
55883	5150340	13.867892265319824,
1044975	3722591	14.52769947052002,
449534	773173	14.471773147583008,
259913	2458900	13.958937644958496,
84247	6666757	13.796060562133789,
988880	2711386	13.874133110046387,
958230	2570027	13.93937873840332,
1043140	2313213	14.05374526977539,
573873	2733068	13.766267776489258,
971754	5377576	13.545170783996582,
985392	4674503	14.045437812805176,
1039115	3361512	13.600360870361328,
420811	6758510	13.653863906860352,
470046	1858086	13.88945198059082,
1032480	2561089	13.744308471679688,
434303	837185	13.459416389465332,
656082	3632598	14.56412124633789,
213215	5367654	13.9710054397583,
871729	4306615	13.786972999572754,
1027261	2892121	14.357415199279785,
1042608	4843966	13.74837875366211,
1002085	4753272	13.389410018920898,
1042698	4334523	14.352472305297852,
938807	2963266	13.784735679626465,
1175708	6979400	14.924324035644531,
880703	4920170	14.710358619689941,
433908	1245576	13.889680862426758,
958676	2247348	14.300783157348633,
604679	638883	13.690351486206055,
1178041	5824379	13.79647159576416,
940753	2684314	13.565924644470215,
519502	402181	13.432477951049805,
540183	740585	14.415005683898926,
334887	1002062	13.67098617553711,
1057131	2681643	14.247395515441895,
908709	3071877	13.406112670898438,
1045900	2550206	13.671808242797852,
205173	2289404	13.814146995544434,
422757	5353079	13.906415939331055,
539500	1406993	13.9557466506958,
956618	2564269	14.028900146484375,
144706	5730952	13.467310905456543,
522291	1264963	14.0548095703125,
403225	969795	14.003531455993652,
656564	1484011	14.557538986206055,
1002867	5954989	14.05746841430664,
903618	622903	13.600295066833496,
1035047	4661545	13.439244270324707,
470119	1938547	13.81083869934082,
1040894	4590205	14.064044952392578,
892952	4008453	13.558282852172852,
1034753	5973061	13.714578628540039,
445717	2093709	14.553790092468262,
144922	5301936	14.060965538024902,
428344	580123	13.859360694885254,
340825	3292568	13.708931922912598,
1139021	2632002	13.938526153564453,
599316	5271543	13.960036277770996,
425429	405882	13.53258991241455,
1034889	4602024	14.058079719543457,
621020	5899107	13.576888084411621,
434633	1257924	14.411258697509766,
1169523	4447115	13.947675704956055,
1048589	2856107	13.127009391784668,
1018048	5099515	14.431002616882324,
1054322	6146778	13.804905891418457,
450079	4829347	14.092926025390625,
879242	4467822	13.581448554992676,
417436	1788863	14.372271537780762,
453309	547290	14.13310718536377,
1030175	3852056	13.274489402770996,
6733	778867	13.688620567321777,
1143272	2220119	13.960686683654785,
1033140	3827760	14.405332565307617,
1023932	4138894	14.143326759338379,
1047090	2320889	13.945898056030273,
434175	6696165	13.239792823791504,
56026	3019801	13.719117164611816,
1002342	4412708	13.813121795654297,
1036678	3518264	13.69405746459961,
1035898	3443092	13.98930549621582,
540178	4590081	13.322172164916992,
651303	1662067	13.97111701965332,
884765	2909394	13.512191772460938,
293512	1257219	14.404769897460938,
1018013	4910494	13.968393325805664,
1146918	1881555	12.99791145324707,
810291	530595	13.547952651977539,
1024726	5200819	14.024638175964355,
869179	2293612	13.141427040100098,
165232	1870300	13.652260780334473,
337747	3599351	13.680192947387695,
426880	381818	13.524532318115234,
918164	852534	13.460543632507324,
1032246	3875669	13.365028381347656,
299189	464167	13.805410385131836,
920374	4187093	13.857961654663086,
461443	6927973	14.09710693359375,
1039854	2732957	14.214126586914062,
418503	911402	14.070478439331055,
87417	5653103	13.83059310913086,
407941	647270	14.173881530761719,
540270	5900475	14.60666275024414,
898883	2261582	14.036434173583984,
25381	3710453	14.043874740600586,
11534	2445816	13.94583511352539,
953949	2679032	14.56804084777832,
881305	2355220	13.651168823242188,
211556	6570335	14.068708419799805,
489855	5957974	13.565913200378418,
1170734	3275247	13.912752151489258,
145634	6353033	14.3927583694458,
340842	5619975	14.12784481048584,
1155453	1072657	14.054180145263672,
663696	526128	13.932852745056152,
1144619	2093385	14.169564247131348,
917917	3752134	13.433269500732422,
1002160	3041299	13.808968544006348,
1075068	2992992	14.104684829711914,
879028	2963953	12.913816452026367,
768832	3266524	14.066682815551758,
517202	1298748	14.025744438171387,
322952	4714064	14.118635177612305,
938550	3303074	14.20654296875,
1057254	2706492	14.745384216308594,
215769	7066117	14.12367057800293,
1039983	3954822	14.467985153198242,
1014091	4031323	13.524398803710938,
150666	1448065	14.568947792053223,
1026321	5158843	14.560001373291016,
950811	5429552	13.860221862792969,
795003	2687679	14.595342636108398,
1032674	3244387	14.175686836242676,
651039	6868270	14.578088760375977,
669631	6067051	13.723526954650879,
1003450	3220412	13.61777114868164,
1048207	2499274	13.995895385742188,
293442	3163612	13.818904876708984,
921714	3950521	13.911991119384766,
274362	5896696	13.632047653198242,
1035193	3454153	13.48910903930664,
1033650	1522004	14.117074012756348,
1055420	4618582	13.97842788696289,
226118	6234157	13.987854957580566,
83430	6386726	13.626493453979492,
1035776	3953172	13.706695556640625,
762382	3531792	14.448894500732422,
1057174	4325237	13.126527786254883,
325025	4922361	14.62601375579834,
935390	4296664	13.890754699707031,
279300	4370596	13.316560745239258,
450059	6802184	14.09872817993164,
1032015	4812303	14.015978813171387,
978221	2622631	13.677148818969727,
1036961	3373608	14.485513687133789,
918056	2581819	14.146602630615234,
1143336	2213299	14.344429969787598,
449511	8044742	13.471829414367676,
619666	1404480	14.271559715270996,
144255	6644148	13.898775100708008,
1053085	3143345	13.678007125854492,
1078142	4960999	14.273134231567383,
938028	4695514	14.024214744567871,
341096	2564534	13.887125015258789,
962748	2828007	14.031000137329102,
273128	6570579	14.492300987243652,
665137	6063748	13.772415161132812,
279421	2980276	13.935906410217285,
1034893	4841818	13.828922271728516,
15398	1275567	14.601150512695312,
432968	2837878	14.684524536132812,
549721	787434	13.946510314941406,
388185	4994760	14.448674201965332,
620608	973371	14.320243835449219,
1047423	4429106	14.044513702392578,
1175076	7037294	13.974213600158691,
1055745	2910507	13.972504615783691,
1033112	3127434	13.642308235168457,
1078822	4732177	14.013819694519043,
666990	751276	13.768492698669434,
1055162	4497210	13.68252182006836,
890455	2719568	14.869216918945312,
981043	4001014	13.817968368530273,
1033036	2987242	14.011054992675781,
957815	4819765	13.835282325744629,
1033173	3646312	13.816794395446777,
1048877	3974393	13.941115379333496,
993897	4880841	14.072624206542969,
1053806	2354949	13.82631778717041,
663476	1057601	14.410749435424805,
1138460	2688447	14.08584213256836,
439645	1771330	13.554926872253418,
1062259	5964397	14.271318435668945,
1004130	5047730	13.432580947875977,
799939	5249153	14.462651252746582,
467583	4507238	13.951866149902344,
872746	3874417	13.250772476196289,
986912	5078478	14.186391830444336,
957121	3889570	13.42984390258789,
192865	5412300	14.063002586364746,
1002136	4052138	14.667593955993652,
1000415	3660315	14.330244064331055,
1041581	4743883	14.304214477539062,
927176	5199395	13.298717498779297,
1006302	4068948	14.30248737335205,
1046746	3324167	14.449019432067871,
115057	5187918	14.184825897216797,
440579	534321	14.26099967956543,
1047231	3048391	13.701915740966797,
501896	1002874	13.794709205627441,
1176264	6928234	14.897908210754395,
831759	3401443	13.692699432373047,
946677	2915539	14.31065559387207,
923635	3057059	13.916645050048828,
294975	5661923	13.661518096923828,
196293	6397691	14.341714859008789,
401513	2386777	12.487896919250488,
1023635	3247320	13.775026321411133,
1138342	2700098	14.053631782531738,
433991	953543	13.524121284484863,
106327	3988170	14.262202262878418,
1160623	556634	14.068440437316895,
1144441	2112243	14.79808521270752,
985408	3712763	13.802746772766113,
743047	3554791	14.699955940246582,
865313	4593890	14.307388305664062,
340854	2295588	14.136617660522461,
200433	3632598	14.685245513916016,
1042575	5940578	13.985724449157715,
1055500	2369529	13.901161193847656,
1056457	3036580	13.838128089904785,
996761	3459403	14.339497566223145,
18033	6153888	13.660894393920898,
171599	4225814	13.869294166564941,
322387	1368211	14.764156341552734,
1036570	5360172	14.084299087524414,
48752	988703	13.026854515075684,
1154056	1198371	13.864713668823242,
554092	1201018	13.884085655212402,
1145113	2044840	13.626998901367188,
957372	4957620	13.953171730041504,
872297	5399723	14.10673713684082,
553124	625201	14.60336971282959,
1138351	2699091	14.013237953186035,
1047357	2511967	14.308073043823242,
1036515	3318925	14.616218566894531,
1081176	3336796	14.151803970336914,
905480	4094248	14.195063591003418,
762616	2521619	13.837625503540039,
1045691	5932197	13.362945556640625,
1038234	3468500	14.009783744812012,
764202	2978137	14.819108963012695,
198401	5595829	14.238075256347656,
1035430	4486994	14.204118728637695,
927711	3703873	14.167990684509277,
1038125	4306049	13.953075408935547,
1051528	3543385	13.583616256713867,
831665	5370298	14.570277214050293,
1053889	3616778	13.857486724853516,
191561	7965451	13.773521423339844,
1184034	6570062	13.37450122833252,
169737	2784229	13.3280611038208,
425432	577769	14.778499603271484,
891730	4278258	13.718239784240723,
989231	4479314	14.329021453857422,
918779	4603095	13.921346664428711,
934546	5403404	14.36809253692627,
1033905	2994617	14.26577377319336,
914016	4124590	14.659225463867188,
1139462	2588932	14.261144638061523,
406309	5761356	13.650827407836914,
215889	6468195	13.864548683166504,
540226	2074812	13.628921508789062,
48885	6364757	14.32707405090332,
1138437	2690586	14.157122611999512,
1042109	5218251	14.557517051696777,
1034881	2619644	13.944677352905273,
917674	3759750	14.403427124023438,
1140407	2502069	14.058732986450195,
887888	4379142	14.033286094665527,
615503	640543	13.740335464477539,
651893	8740698	13.785823822021484,
1038040	3523785	14.519861221313477,
115644	5184689	14.611479759216309,
663561	357731	14.400075912475586,
928972	3363680	13.50937557220459,
1003435	816533	13.941315650939941,
1045140	4815566	13.965019226074219,
635874	8692285	13.755716323852539,
619373	1358277	14.645270347595215,
1147146	1860652	13.845008850097656,
461268	2113125	13.978598594665527,
739294	328030	13.789441108703613,
335328	5444135	14.178365707397461,
175422	6976043	14.51642894744873,
540712	6882144	13.750171661376953,
449517	5909787	14.510080337524414,
750735	3949085	13.258216857910156,
1001394	3924915	14.09225845336914,
1053623	4106042	13.458571434020996,
